humidity,temperature,wind_speed,historical_disaster_flag,risk_level
46.24,45.39,32.16,1,Medium
33.03,46.33,78.67,1,High
93.91,35.06,107.25,1,High
61.6,37.06,44.75,1,Medium
99.57,27.03,113.26,1,High
25.85,27.91,6.28,0,Low
78.44,42.5,82.54,1,High
39.96,40.06,68.09,0,Medium
86.2,46.01,79.91,0,Medium
35.57,39.13,41.92,0,Medium
97.98,38.96,32.03,0,Medium
79.8,45.55,38.57,0,Low
51.47,31.64,12.68,1,Medium
93.2,26.53,29.98,0,Low
56.73,15.28,82.58,0,High
42.22,15.08,41.34,0,Medium
37.53,30.31,90.28,1,High
73.39,27.23,116.44,0,High
22.49,25.17,24.57,0,Low
89.63,25.09,51.43,1,Medium
25.07,45.97,104.03,1,High
65.44,41.44,57.08,1,Medium
26.42,34.29,25.52,0,Low
28.76,28.21,88.02,1,High
73.75,26.71,99.84,0,High
31.27,15.76,6.09,0,Low
84.61,21.59,63.06,0,Medium
29.24,44.55,19.28,1,High
58.77,27.31,66.44,0,Medium
80.56,26.03,14.05,0,Low
36.48,28.37,76.28,0,Medium
86.91,28.5,50.76,0,Medium
28.67,25.32,20.63,0,Low
66.62,29.17,67.91,0,Medium
55.82,38.15,7.3,0,Medium
80.54,47.43,95.49,0,High
67.06,42.53,111.89,0,High
77.01,44.05,81.72,0,High
70.96,24.71,10.66,0,Low
88.55,26.02,11.22,1,Medium
72.47,46.9,41.12,0,Medium
38.72,46.81,71.09,1,Medium
90.58,36.29,91.57,0,High
83.89,45.94,20.66,0,Low
45.72,28.62,103.65,1,High
74.4,18.64,95.07,0,High
32.24,47.15,23.74,1,Medium
91.41,36.64,66.17,0,Medium
72.67,42.84,78.39,0,Medium
60.25,32.24,43.3,0,Medium
53.32,15.84,33.96,1,Medium
55.94,24.25,97.28,1,High
86.16,33.17,92.84,0,High
25.07,41.37,85.05,1,High
52.34,44.29,72.61,0,Medium
93.15,33.37,0.73,1,Medium
32.95,34.76,81.73,1,High
39.22,46.23,103.22,1,High
60.05,46.68,47.28,0,Medium
33.02,33.17,12.68,0,Low
97.41,28.71,16.34,0,Low
75.59,39.71,31.77,0,Low
94.58,39.39,27.68,1,Medium
28.98,23.48,21.92,1,Medium
97.93,26.28,60.52,0,Medium
79.49,36.83,73.03,0,Medium
76.82,41.13,17.47,0,Medium
44.0,43.86,36.57,1,Medium
39.76,28.71,44.15,0,Medium
75.54,41.2,75.35,0,Medium
52.02,46.38,62.95,1,High
69.74,20.17,70.09,0,Medium
20.15,43.0,43.43,1,High
58.89,36.03,62.95,1,High
56.52,17.54,92.74,0,High
54.15,28.55,64.36,1,High
99.03,36.85,50.27,1,Medium
40.82,20.36,18.54,0,Low
25.58,18.8,76.06,0,Medium
34.24,38.98,112.33,0,High
74.36,26.32,5.91,0,Low
52.89,43.53,61.04,0,High
28.63,30.8,31.24,0,Low
21.16,24.39,118.75,1,High
45.71,27.52,82.17,1,High
71.59,25.64,113.85,0,High
47.51,21.86,22.41,0,Low
54.05,23.99,33.43,0,Low
26.07,36.67,54.83,0,Medium
91.14,17.21,41.95,0,Medium
30.19,39.06,93.29,0,High
75.5,19.48,72.99,0,Medium
39.7,19.21,93.73,1,Medium
86.02,31.7,39.2,1,High
59.18,19.94,43.02,1,Medium
42.1,33.13,25.2,0,Low
53.6,19.24,4.66,1,Medium
77.5,19.33,94.44,0,Medium
22.14,21.44,6.73,0,Medium
84.21,31.27,87.35,0,High
94.03,47.68,43.11,1,Medium
37.87,32.52,45.41,0,Medium
41.92,32.74,40.22,0,Medium
20.68,36.78,20.42,0,Medium
52.12,37.9,102.79,0,High
77.82,28.66,94.68,0,High
39.04,23.91,19.93,0,Low
67.64,18.35,32.39,0,Low
53.72,41.33,118.14,0,High
28.23,46.96,81.51,0,High
34.37,29.8,95.77,0,High
67.68,20.18,114.99,1,High
38.49,35.33,79.11,0,Medium
90.83,43.22,39.7,0,Low
67.41,30.76,72.03,1,High
34.21,24.24,15.34,1,Medium
63.99,15.78,94.62,0,High
85.84,47.74,70.37,0,Medium
45.06,43.49,95.1,0,High
50.74,28.2,76.81,0,Medium
90.07,38.8,114.83,1,High
25.14,33.34,10.82,0,Low
26.53,36.39,87.74,1,High
34.32,19.53,17.68,0,Low
67.75,41.71,70.98,0,Medium
51.28,19.95,16.25,0,Low
34.74,44.11,114.81,1,High
37.11,27.78,102.39,0,High
57.84,17.98,48.75,0,Medium
63.96,43.87,1.95,0,Medium
44.34,44.03,82.85,1,High
77.75,45.93,76.12,1,High
32.24,16.58,71.82,0,High
76.51,39.82,29.37,0,Medium
39.11,24.99,38.33,1,Medium
92.12,40.87,41.34,0,Medium
52.55,41.85,53.15,1,Medium
60.06,35.48,48.67,0,Medium
62.83,22.24,104.1,0,High
79.78,15.23,41.34,0,Medium
79.9,46.77,45.6,0,Medium
42.5,19.66,115.38,0,High
37.43,15.59,52.47,0,Medium
29.37,17.28,91.8,0,High
24.26,38.87,53.84,1,Medium
60.09,25.88,116.37,0,High
73.85,36.47,0.29,0,Medium
50.02,38.31,66.89,0,Medium
60.44,25.54,109.55,0,High
51.21,42.31,6.78,1,Medium
22.53,45.32,86.02,0,High
65.56,36.08,99.19,0,High
42.48,47.23,3.83,0,Low
34.44,19.66,43.85,0,Medium
86.89,30.31,116.76,0,High
39.68,31.14,3.57,1,Medium
29.46,33.08,83.52,1,High
74.73,44.36,35.91,0,Low
72.05,27.93,85.33,0,High
99.43,44.98,58.26,0,Medium
80.87,42.29,2.79,1,Medium
93.41,28.14,106.5,0,High
92.05,33.5,43.26,1,Medium
31.14,27.04,72.88,0,Medium
41.18,28.49,119.07,0,High
66.49,45.35,94.4,0,High
70.92,47.83,3.99,0,Low
93.34,30.78,94.53,1,High
48.69,34.67,81.07,0,High
45.74,36.91,81.22,0,High
85.48,37.71,3.66,0,Medium
48.85,18.87,24.88,1,Medium
41.3,42.06,63.2,0,Medium
63.32,19.34,26.71,1,Medium
56.93,27.79,66.8,0,Medium
61.62,30.85,86.0,0,High
36.12,29.82,97.34,0,High
49.18,31.42,56.94,0,Medium
32.42,33.73,74.23,0,Medium
96.8,43.78,41.85,0,Medium
40.58,35.14,33.82,0,Medium
78.74,28.85,70.48,1,High
59.68,35.63,37.88,1,Medium
95.52,22.52,81.1,1,High
39.07,29.9,44.13,1,Medium
48.01,32.23,116.68,0,High
56.92,18.55,27.62,0,Low
89.27,37.4,69.4,0,Medium
68.98,19.11,19.5,0,Low
74.17,15.82,19.22,0,Low
59.01,31.35,92.81,1,High
27.99,28.23,118.06,0,High
79.68,35.07,90.51,0,High
43.4,32.17,31.02,0,Low
65.23,23.09,35.23,0,Low
96.99,29.75,42.27,1,Medium
70.07,28.74,29.46,0,Low
50.46,19.45,13.1,1,Medium
98.51,47.76,94.1,1,High
46.23,26.01,82.48,1,High
99.78,40.58,93.8,0,High
83.41,34.71,109.12,1,High
48.85,37.55,94.53,0,High
59.49,15.96,30.36,0,Low
57.67,27.03,74.89,0,Medium
47.43,38.26,93.35,0,High
63.14,44.7,47.03,0,Medium
29.04,38.28,102.02,1,High
57.58,43.15,108.89,0,High
80.55,45.41,74.56,0,High
23.71,25.35,111.1,0,High
58.11,20.86,58.55,1,Medium
64.84,28.35,9.54,0,Low
76.27,17.72,19.19,0,Low
94.72,36.53,11.38,0,Medium
39.59,33.81,1.6,0,Low
94.24,26.3,77.09,1,High
40.32,33.85,20.61,0,Low
46.95,40.63,11.46,0,Medium
30.85,37.38,56.38,0,Medium
24.76,16.7,72.14,0,Low
69.03,36.67,99.39,0,High
66.28,25.3,6.46,1,Medium
36.02,35.8,69.25,0,Medium
75.87,15.75,93.2,0,High
78.15,37.64,37.27,0,Medium
68.46,17.31,33.52,0,Low
61.02,40.18,31.51,0,Medium
81.2,40.44,106.62,1,High
97.49,33.93,26.08,0,Low
46.84,20.68,55.74,0,Medium
94.24,30.78,61.76,0,Medium
39.18,15.43,75.54,0,Medium
36.89,39.46,80.34,0,High
82.74,37.04,79.77,0,Medium
57.11,38.42,73.26,0,Medium
76.15,36.32,41.07,0,Medium
96.95,43.39,67.33,0,Medium
62.22,47.2,6.61,1,Medium
36.26,34.94,93.77,1,High
75.09,42.52,59.56,1,Medium
56.36,40.47,66.67,1,High
61.42,20.86,67.57,0,Medium
43.9,38.46,33.91,0,Medium
39.79,26.48,113.06,1,High
73.39,32.58,16.5,1,Medium
66.94,47.12,105.27,1,High
32.58,47.2,28.27,1,Medium
64.49,22.45,80.44,1,Medium
26.59,27.04,117.0,0,High
45.72,38.74,115.94,0,High
71.07,39.7,30.26,0,Medium
96.51,44.85,47.6,0,Medium
67.23,17.71,19.29,1,Medium
98.16,22.0,82.9,0,High
36.54,34.12,75.06,0,Medium
77.84,17.42,70.94,0,Medium
84.59,20.8,111.96,0,High
44.41,19.54,109.96,0,Medium
60.88,17.83,68.85,0,Medium
85.27,23.66,64.98,0,Medium
59.5,45.27,42.58,0,Medium
76.6,17.92,118.33,0,High
61.91,34.73,33.0,0,Low
62.01,19.88,110.3,1,High
28.25,19.82,2.46,0,Low
61.72,37.26,81.0,1,High
70.03,36.56,66.8,1,High
26.05,35.87,14.45,0,Medium
77.45,16.72,66.61,1,High
29.6,17.43,85.57,1,High
85.98,41.72,102.5,0,High
81.87,19.52,86.93,1,High
70.98,31.28,58.17,1,Medium
78.17,32.85,63.52,1,High
51.36,21.03,113.25,0,High
98.51,27.09,113.16,0,High
38.75,16.71,52.53,1,Medium
67.63,38.91,20.15,0,Medium
79.45,40.9,84.09,1,High
95.94,36.82,94.68,0,High
45.73,36.28,2.92,0,Medium
68.84,24.75,86.89,1,High
28.07,43.5,59.74,0,High
36.02,30.1,101.97,0,High
73.87,43.28,98.37,0,Medium
94.49,28.06,43.32,0,Medium
86.78,17.51,88.89,0,High
93.9,43.74,33.47,0,Low
62.75,28.27,13.11,0,Low
52.32,28.4,68.8,1,High
43.19,19.65,0.66,0,Low
27.62,20.02,53.75,1,Medium
24.64,33.14,45.93,0,Medium
32.25,22.27,7.78,1,Medium
42.38,25.13,15.25,0,Low
83.18,35.22,97.59,0,High
83.88,15.06,58.54,1,Medium
87.7,15.26,87.62,0,High
49.7,34.99,96.56,1,High
68.57,46.02,35.81,0,Low
34.1,17.54,70.77,1,High
69.78,36.76,61.25,0,Medium
71.47,41.51,95.13,0,High
87.04,19.4,114.8,0,High
21.61,34.93,52.61,0,Medium
26.12,23.07,105.9,1,High
43.36,29.94,63.72,1,High
75.48,17.81,44.87,0,Medium
63.57,40.66,12.92,1,Medium
75.47,41.88,21.72,0,Medium
37.9,32.06,76.61,1,High
37.31,44.8,28.42,1,Low
35.33,35.07,2.12,1,Medium
52.29,16.6,72.91,0,Medium
37.95,43.66,82.83,1,High
81.42,25.26,45.79,0,Medium
97.35,20.76,3.2,1,Medium
90.74,42.05,109.45,0,High
50.87,16.53,109.14,0,High
61.21,41.21,26.94,0,Medium
87.96,15.29,20.45,0,Low
97.21,34.63,25.46,1,Medium
36.81,33.25,100.18,0,High
22.89,23.38,83.78,0,High
28.46,18.14,79.1,0,Medium
60.03,20.05,60.07,1,High
24.64,28.98,0.07,0,Low
93.99,16.45,98.49,0,High
36.19,26.8,99.41,0,High
48.28,22.84,14.72,0,Low
38.03,43.58,89.8,0,Medium
93.21,33.97,60.46,1,High
63.51,42.23,78.66,0,Medium
93.68,22.44,24.25,0,Low
67.93,38.38,65.69,0,Medium
88.72,18.55,76.08,0,Medium
46.15,25.08,67.71,0,Medium
91.3,21.75,64.09,0,Low
97.74,36.93,4.03,0,Medium
26.02,37.46,59.92,1,Medium
43.31,24.39,32.73,0,Low
92.25,22.57,94.36,0,High
22.84,42.03,28.93,0,High
20.36,47.81,97.72,0,High
58.13,39.57,16.12,0,Medium
56.77,29.87,17.17,0,Medium
20.81,27.32,74.45,1,High
77.82,18.1,118.13,0,High
28.86,38.41,100.85,1,High
42.48,15.39,118.33,0,High
96.72,42.46,97.71,0,High
43.34,26.44,44.34,1,Medium
55.74,25.21,19.84,0,Low
77.66,38.47,24.32,1,Medium
32.57,28.06,117.52,1,High
78.01,31.8,5.27,1,Medium
28.25,35.96,95.08,1,High
33.59,24.4,37.42,0,Low
30.34,45.55,19.43,0,Low
66.15,39.79,87.12,1,High
