region,rainfall_mm,temperature,soil_moisture
Lucknow,19.75,27.68,29.43
Lucknow,3.54,37.26,40.96
Lucknow,11.0,33.18,25.91
Lucknow,4.6,23.65,20.82
Lucknow,25.58,32.79,25.61
Lucknow,25.01,30.91,52.43
Lucknow,25.29,32.47,48.72
Lucknow,22.2,32.92,22.94
Lucknow,2.54,35.2,54.17
Lucknow,21.12,24.19,23.9
Lucknow,25.49,29.76,33.84
Lucknow,21.64,25.12,35.68
Lucknow,37.75,30.45,34.66
Lucknow,27.8,25.75,37.51
Lucknow,160.65,33.59,49.3
Lucknow,29.73,33.21,34.44
Lucknow,26.45,37.5,32.87
Lucknow,0.97,34.94,31.82
Lucknow,5.84,23.61,39.91
Lucknow,20.03,29.32,52.04
Lucknow,26.94,35.12,21.92
Lucknow,15.84,34.15,53.39
Lucknow,29.63,37.93,54.83
Lucknow,38.67,30.55,24.37
Lucknow,28.02,28.5,21.11
Lucknow,11.6,22.09,54.53
Lucknow,6.09,24.97,22.32
Lucknow,15.31,28.8,28.81
Lucknow,4.61,26.48,25.08
Lucknow,36.97,31.8,36.17
Lucknow,31.94,46.46,23.45
Lucknow,0.32,37.81,34.85
Lucknow,32.19,26.01,57.6
Lucknow,15.07,24.82,43.59
Lucknow,177.06,32.55,35.35
Lucknow,25.74,34.68,55.77
Lucknow,5.33,36.27,20.81
Lucknow,17.54,30.39,29.79
Lucknow,1.51,26.67,41.24
Ahmedabad,26.08,23.36,49.78
Ahmedabad,21.78,23.72,46.3
Ahmedabad,32.58,30.27,28.95
Ahmedabad,25.54,28.01,56.12
Ahmedabad,4.83,22.72,44.33
Ahmedabad,193.01,28.46,44.3
Ahmedabad,29.25,35.9,22.27
Ahmedabad,30.71,28.1,22.22
Ahmedabad,6.98,45.02,55.37
Ahmedabad,36.48,29.18,21.86
Ahmedabad,19.85,30.24,28.98
Ahmedabad,28.43,22.14,38.84
Ahmedabad,38.6,25.39,45.58
Ahmedabad,22.12,28.24,21.45
Ahmedabad,27.93,24.53,23.8
Ahmedabad,24.5,30.01,40.02
Ahmedabad,37.03,28.78,95.83
Ahmedabad,1.76,32.51,28.1
Ahmedabad,33.14,24.8,29.5
Ahmedabad,25.86,25.61,49.93
Ahmedabad,1.57,31.2,20.42
Ahmedabad,21.76,32.49,47.72
Ahmedabad,9.02,33.4,43.97
Ahmedabad,21.9,27.1,24.31
Ahmedabad,35.61,27.23,42.57
Ahmedabad,4.32,25.27,43.79
Ahmedabad,164.36,32.63,51.77
Ahmedabad,3.01,29.99,55.11
Ahmedabad,11.38,34.28,56.13
Ahmedabad,31.45,26.94,52.76
Ahmedabad,25.27,22.07,52.57
Ahmedabad,27.21,33.91,37.85
Ahmedabad,18.39,24.29,20.62
Ahmedabad,206.02,24.87,48.91
Ahmedabad,39.38,32.28,48.38
Ahmedabad,4.21,26.5,97.99
Ahmedabad,38.36,35.03,33.39
Ahmedabad,13.87,24.24,37.87
Ahmedabad,6.61,29.69,48.45
Ahmedabad,1.47,24.51,59.17
Ahmedabad,12.75,30.15,26.47
Ahmedabad,4.13,34.68,49.0
Ahmedabad,11.39,37.94,25.17
Ahmedabad,6.48,32.41,50.05
Ahmedabad,4.42,37.07,44.89
Ahmedabad,21.45,46.5,46.35
Ahmedabad,18.85,28.85,48.22
Ahmedabad,153.49,28.6,26.92
Ahmedabad,208.21,37.55,39.36
Ahmedabad,2.81,36.79,58.4
Ahmedabad,4.23,36.52,52.01
Ahmedabad,29.82,24.8,48.55
Ahmedabad,9.02,37.32,52.37
Ahmedabad,33.18,29.95,24.14
Ahmedabad,25.36,32.57,58.82
Ahmedabad,9.3,34.34,52.26
Ahmedabad,11.38,37.16,34.38
Ahmedabad,11.91,35.77,4.71
Ahmedabad,18.02,23.18,23.62
Ahmedabad,6.54,22.18,24.95
Ahmedabad,35.18,29.74,42.28
Ahmedabad,29.42,27.79,20.31
Ahmedabad,12.86,30.3,20.34
Ahmedabad,16.68,29.62,21.76
Ahmedabad,14.05,29.8,32.72
Ahmedabad,5.86,28.0,24.31
Ahmedabad,36.25,36.28,40.15
Ahmedabad,35.5,25.52,23.56
Ahmedabad,10.73,35.97,28.51
Ahmedabad,156.69,31.28,29.72
Ahmedabad,37.94,26.88,20.02
Ahmedabad,3.96,32.06,46.06
Ahmedabad,16.85,33.23,40.46
Ahmedabad,10.32,22.15,20.11
Ahmedabad,28.16,33.1,3.49
Ahmedabad,28.71,33.32,48.98
Ahmedabad,2.96,27.78,50.5
Ahmedabad,11.0,25.99,27.09
Ahmedabad,16.04,22.05,33.51
Ahmedabad,31.42,28.22,57.23
Ahmedabad,39.29,27.05,32.26
Ahmedabad,16.43,36.63,58.66
Ahmedabad,9.73,28.79,31.66
Ahmedabad,8.93,35.63,34.17
Ahmedabad,5.37,29.51,59.35
Ahmedabad,33.77,37.29,27.41
Ahmedabad,35.67,24.01,50.17
Ahmedabad,13.91,32.65,36.96
Ahmedabad,39.49,31.17,41.96
Ahmedabad,24.2,23.97,25.28
Ahmedabad,223.28,37.98,53.94
Ahmedabad,20.36,28.68,41.04
Ahmedabad,23.22,22.05,27.73
Ahmedabad,35.54,35.52,20.3
Ahmedabad,37.25,36.87,48.66
Ahmedabad,39.03,47.86,53.52
Ahmedabad,22.59,35.26,39.69
Ahmedabad,29.7,32.88,46.37
Ahmedabad,28.38,30.65,47.19
Ahmedabad,8.76,28.96,59.5
Ahmedabad,0.78,25.91,51.03
Ahmedabad,10.2,22.24,44.57
Ahmedabad,272.55,26.93,44.06
Ahmedabad,7.73,36.94,42.71
Ahmedabad,17.62,28.34,52.2
Ahmedabad,6.11,31.36,28.04
Ahmedabad,26.87,26.27,20.92
Ahmedabad,20.73,37.45,23.34
Ahmedabad,258.79,25.0,30.56
Ahmedabad,19.43,34.56,44.43
Ahmedabad,243.96,29.91,59.85
Ahmedabad,36.51,28.74,35.24
Ahmedabad,24.75,22.57,23.35
Ahmedabad,191.23,36.32,27.91
Ahmedabad,31.21,24.79,45.04
Ahmedabad,26.47,47.12,54.49
Ahmedabad,7.98,26.08,42.93
Ahmedabad,33.4,23.07,37.35
Ahmedabad,35.85,22.83,45.83
Ahmedabad,25.41,23.11,45.45
Ahmedabad,18.0,29.02,54.75
Ahmedabad,27.84,34.34,22.09
Ahmedabad,24.66,34.1,23.39
Ahmedabad,267.32,34.52,36.3
Ahmedabad,6.86,32.46,58.08
Ahmedabad,29.98,46.44,37.35
Ahmedabad,26.1,30.15,22.61
Ahmedabad,28.68,27.57,51.02
Ahmedabad,38.27,29.57,50.92
Ahmedabad,33.71,28.31,41.31
Ahmedabad,8.57,22.5,56.79
Ahmedabad,2.92,35.49,40.74
Ahmedabad,7.68,28.89,53.26
Ahmedabad,37.38,30.23,36.03
Ahmedabad,27.1,28.74,23.47
Ahmedabad,16.61,29.51,47.36
Ahmedabad,38.88,31.18,52.32
Ahmedabad,17.14,29.28,38.9
Ahmedabad,35.91,34.17,51.66
Ahmedabad,4.75,36.95,50.71
Ahmedabad,7.78,24.27,35.13
Ahmedabad,27.1,34.44,37.63
Ahmedabad,23.12,32.93,22.55
Ahmedabad,24.29,26.77,45.38
Ahmedabad,2.89,36.28,32.38
Ahmedabad,33.33,37.63,32.85
Ahmedabad,32.65,25.7,37.78
Ahmedabad,5.75,26.29,50.37
Ahmedabad,19.12,33.23,51.12
Ahmedabad,24.92,22.48,24.1
Ahmedabad,31.82,34.11,42.97
Ahmedabad,30.01,28.85,53.24
Ahmedabad,33.93,30.49,54.93
Ahmedabad,39.43,30.17,28.98
Ahmedabad,4.45,31.68,53.88
Ahmedabad,16.31,32.71,42.45
Ahmedabad,22.01,32.84,37.4
Ahmedabad,7.04,26.73,50.66
Ahmedabad,234.59,26.47,26.78
Ahmedabad,39.94,31.79,55.86
Ahmedabad,1.41,37.75,38.54
Ahmedabad,15.62,28.05,51.59
Ahmedabad,272.78,30.26,53.42
Ahmedabad,6.38,26.24,27.15
Ahmedabad,18.64,29.76,56.02
Ahmedabad,27.45,35.17,31.76
Ahmedabad,17.18,34.74,32.09
Ahmedabad,23.42,27.36,39.06
Ahmedabad,19.39,31.95,29.99
Ahmedabad,34.76,24.19,27.02
Ahmedabad,32.65,37.5,42.37
Ahmedabad,12.26,35.89,29.98
Ahmedabad,2.45,31.35,31.72
Ahmedabad,37.43,31.36,48.11
Ahmedabad,2.87,33.63,34.2
Ahmedabad,4.17,28.88,45.96
Ahmedabad,21.06,28.93,21.68
Ahmedabad,27.38,23.26,48.46
Ahmedabad,28.99,32.16,52.21
Ahmedabad,36.23,22.88,40.26
